1001,63885,258269
1001,91536,258269
1001,198841,258269
1001,238805,258269
1001,407356,258269
1001,770135,258269
1001,780272,258269
1001,447041,258269
1001,462990,258269
1001,472791,258269
1001,639631,258269
1001,729283,258269
1001,764204,258269
2001,26568,291482
2001,62717,291482
2001,718358,291482
2001,810864,291482
2001,566222,291482
2001,69477,291482
2001,207674,291482
2001,286622,291482
3001,376268,164985
3001,479928,164985
3001,513800,164985
3001,524765,164985
3001,770558,164985
3001,50561,209591
3001,71185,209591
3001,88501,209591
3001,89918,209591
3001,136224,209591
3001,798937,209591
3001,841614,209591
3001,667789,209591
3001,670072,209591
3001,674263,209591
3001,701758,209591
3001,716623,209591
3001,798704,209591
3001,543981,209591
3001,567164,209591
3001,622562,209591
3001,627169,209591
3001,646623,209591
3001,653058,209591
3001,299654,209591
3001,313295,209591
3001,373459,209591
3001,376249,209591
3001,465622,209591
3001,504558,209591
3001,213673,209591
3001,215421,209591
3001,238347,209591
3001,264221,209591
3001,272208,209591
3001,276052,209591
3001,57307,247093
3001,726053,247093
3001,791104,247093
3001,586640,247093
3001,624982,247093
3001,692728,247093
3001,694618,247093
3001,440197,247093
3001,545370,247093
3001,304574,247093
3001,307253,247093
3001,169886,247093
4001,12104,165165
4001,21193,165165
4001,73171,165165
4001,105868,165165
4001,136155,165165
4001,616351,165165
4001,650936,165165
4001,739344,165165
4001,758013,165165
4001,829659,165165
4001,465687,165165
4001,469609,165165
4001,501370,165165
4001,515645,165165
4001,556580,165165
4001,561739,165165
4001,177137,165165
4001,188634,165165
4001,192136,165165
4001,251129,165165
4001,371480,165165
4001,458448,165165
4001,140700,165165
4001,145183,165165
4001,145185,165165
4001,145186,165165
4001,145188,165165
4001,152537,165165
5001,50140,373247
5001,221747,373247
5001,241674,373247
5001,244715,373247
5001,781416,373247
5001,792091,373247
5001,477457,373247
5001,521188,373247
5001,531564,373247
5001,613420,373247
6001,77323,243619
6001,255243,243619
6001,337358,243619
6001,372519,243619
6001,413695,243619
6001,491666,243619
6001,543648,243619
7001,26557,34191
7001,90091,34191
7001,98229,34191
7001,194757,34191
7001,221334,34191
7001,724571,34191
7001,770264,34191
7001,823345,34191
7001,402204,34191
7001,412524,34191
7001,442632,34191
7001,512724,34191
7001,523512,34191
7001,607956,34191
7001,230227,34191
7001,264283,34191
7001,285318,34191
7001,357707,34191
7001,366049,34191
7001,381928,34191
9001,38532,16879
9001,61783,16879
9001,65340,16879
9001,562100,16879
9001,569941,16879
9001,593330,16879
9001,689215,16879
9001,810345,16879
9001,459176,16879
9001,468982,16879
9001,490313,16879
9001,530335,16879
9001,534661,16879
9001,162776,16879
9001,201849,16879
9001,307047,16879
9001,308520,16879
9001,423565,16879
9001,451905,16879
10001,21679,63272
10001,47812,63272
10001,177400,63272
10001,179868,63272
10001,479762,63272
10001,485037,63272
10001,490890,63272
10001,496303,63272
10001,522840,63272
10001,779059,63272
10001,243779,63272
10001,299519,63272
10001,316663,63272
10001,407438,63272
10001,410227,63272
10001,433668,63272
11001,223291,135577
11001,435730,135577
11001,464885,135577
11001,680522,135577
11001,804804,135577
11001,260632,135577
11001,330869,135577
11001,339506,135577
11001,354895,135577
12001,18003,315361
12001,44295,315361
12001,46426,315361
12001,61501,315361
12001,144967,315361
12001,759785,315361
12001,782902,315361
12001,783189,315361
12001,834609,315361
12001,636265,315361
12001,640667,315361
12001,650900,315361
12001,655924,315361
12001,676069,315361
12001,737162,315361
12001,506567,315361
12001,552498,315361
12001,559432,315361
12001,563055,315361
12001,591045,315361
12001,611703,315361
12001,415146,315361
12001,441376,315361
12001,441773,315361
12001,458422,315361
12001,458430,315361
12001,496493,315361
12001,261466,315361
12001,279792,315361
12001,315643,315361
12001,352956,315361
12001,366142,315361
12001,400803,315361
12001,153970,315361
12001,158383,315361
12001,160070,315361
12001,203461,315361
12001,230689,315361
12001,236032,315361
13001,13490,17780
13001,15583,17780
13001,39678,17780
13001,733989,17780
13001,429047,17780
13001,452866,17780
13001,477304,17780
13001,348931,17780
13001,355884,17780
13001,361583,17780
13001,376100,17780
13001,399543,17780
13001,239608,17780
13001,294034,17780
13001,313746,17780
13001,135781,17780
13001,146112,17780
13001,164017,17780
13001,86923,17780
13001,87021,17780
13001,97194,17780
14001,351993,115164
14001,505118,115164
15001,15310,107265
15001,812146,107265
15001,825414,107265
15001,836200,107265
15001,836222,107265
15001,668014,107265
15001,679106,107265
15001,689385,107265
15001,735868,107265
15001,754007,107265
15001,771493,107265
15001,615713,107265
15001,646929,107265
15001,647529,107265
15001,649455,107265
15001,664503,107265
15001,562827,107265
15001,574362,107265
15001,609173,107265
15001,501075,107265
15001,510067,107265
15001,516448,107265
15001,455247,107265
15001,492621,107265
15001,495448,107265
15001,496490,107265
15001,364956,107265
15001,391826,107265
15001,420676,107265
15001,425486,107265
15001,287964,107265
15001,301362,107265
15001,304438,107265
15001,306886,107265
15001,309941,107265
15001,315321,107265
15001,227329,107265
15001,232231,107265
15001,235529,107265
15001,252074,107265
15001,252077,107265
15001,199164,107265
15001,200204,107265
15001,205886,107265
15001,44547,107265
15001,127634,107265
16001,32932,93023
16001,39892,93023
16001,57721,93023
16001,80862,93023
16001,144287,93023
16001,720424,93023
16001,769223,93023
16001,445458,93023
16001,557312,93023
16001,582270,93023
16001,602493,93023
16001,682311,93023
16001,696009,93023
16001,202883,93023
16001,244113,93023
16001,252855,93023
16001,296583,93023
16001,346626,93023
16001,370429,93023
17001,27931,221480
17001,49688,221480
17001,50729,221480
17001,59743,221480
17001,74666,221480
